SiteYear,masterid,stationcode,sampledate,evaluator,hydromodcomments,fullyarmored,fullyarmoredcomments,area.SqMile,precip.Inch,valleyslope,valleywidth.Meter,giscomments,d50estimate,d50,d50comments,bankheightl1,bankheightl2,bankheightl3,bankheightr1,bankheightr2,bankheightr3,bankheightcomments,bankanglel1,bankanglel2,bankanglel3,bankangler1,bankangler2,bankangler3,bankanglecomments,streambedstate,streambedstatecomments,armoringpotential,armoringpotentialcomments,GradeCtrl.Hydromod,GradeCtrlComnts.Hydromod,lateralsusceptibilityl,lateralsusceptibilityr,lateralsusceptibilitycomments,Q10,VertSuscept,LatRatingL1,LatRatingL2,LatRatingL3,LatRatingR1,LatRatingR2,LatRatingR3,AverageLatSuscept,Year,stationname,latitude,longitude,huc,county,smcshed,smc_lu,psa_lu,probabilistic,new_lat,new_long,regionalboardnumber,psa6c,psa9c,psa10c,eco_ii_2010,eco_iii_2010,ag_2000_1k,ag_2000_5k,ag_2000_ws,code_21_2000_1k,code_21_2000_5k,code_21_2000_ws,urban_2000_1k,urban_2000_5k,urban_2000_ws,roaddens_1k,roaddens_5k,roaddens_ws,paved_int_1k,paved_int_5k,paved_int_ws,invdamdist,ag_2011_1k,ag_2011_5k,ag_2011_ws,urban_2011_1k,urban_2011_5k,urban_2011_ws,forest_2011_1k,forest_2011_5k,forest_2011_ws,pasture_2011_1k,pasture_2011_5k,pasture_2011_ws,row_crops_2011_1k,row_crops_2011_5k,row_crops_2011_ws,channeltype,structurewidth,structureshape,structureshapecomments,rightsideofstructure,rightvegetation,rightsidecomments,leftsideofstructure,leftvegetation,leftsidecomments,bottom,bottomcomments,vegetation,lowflowpresence,lowflowwidth,gradecontrolpresence,gradecontrollocation,GradeCtrlComnts.ChEn,channelmodcomments,CRAM.Index,CRAM.Biotic,CRAM.Buffer,CRAM.Hydrology,CRAM.Physical,csci,ASCI.diatoms,ASCI.hybrid,ASCI.sba,ipi,ipi_percentile,ev_flowhab,ev_flowhab_score,h_aqhab,h_aqhab_pred,h_aqhab_score,h_subnat,h_subnat_score,pct_safn,pct_safn_pred,pct_safn_score,xcmg,xcmg_pred,xcmg_score,ipi_qa,ev_flowhab_qa,h_aqhab_qa,h_subnat_qa,xcmg_qa,pct_rc
408M03051_2019,408M03051,408M03051,6/17/2019,Alexis Wallengren,,No,NA,137.2,17.8,0.002,819,"Main stream used for GIS (Arroyo las Posas), not the tributary.",-88,2.015,NA,0.75,0.75,0.7,0.75,0.75,0.7,,30,25,27,32,35,55,,A,,NR,NR,NR,,4,4,,342.1206608,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2019,,34.26839,-118.9476,408,Ventura,Calleguas,Agricultural,Urban,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,5 to 10 m,NR,,Earthen,Yes,,Earthen,Yes,,Soft/Natural,,No,Absent,NR,Absent,NR,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408M03052_2017,408M03052,408M03052,5/30/2017,Wendy Willis,,Yes,,20.9,16.3,0.004,21574,"Not a real valley, west end connects to Pacific Ocean",NA,-88,RC,0.45,0.45,0.45,0.45,0.45,0.45,,90,90,90,90,90,90,,C,NA,N/A,NA,N/A,NA,1,1,NA,62.1970158,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2017,,34.18063,-119.1039,408,Ventura,Calleguas,Agricultural,Ag,TRUE,34.18020769,-119.1037067,4,SC,SCx,SCx,Xeric,85,98,62,35,0,1.74651651,9.92171273,0,26,23,0,4.555578,4.919034,0,11,79,0,99,61,35,0,26.71522,24.30067,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,10 to 50 m,Rectangular,NA,Concrete,NA,NA,Concrete,NA,NA,Concrete,NA,No,Absent,NA,Absent,NA,NA,NA,36,25,62.5,33.33,25,0.45421186,0.241649258,0.604216001,0.470099542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408M03100_2019,408M03100,408M03100,5/9/2019,Karin Wisenbaker,,No,NA,9.7,14.8,0.002,2400,"Three delineation required; StreamStats has historic drainage profile, while area now has agricultural drainages.  Drainage width defined by other drainages, not a valley.",-88,0.03,NA,5,5,5,5,5,5,,65,40,75,60,55,50,,A,,NR,NR,NR,,1,1,,29.61084174,High,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2019,,34.1812,-119.0871,408,Ventura,Calleguas,SMC_out,Ag,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,< 5 m,Trapezoidal,,Earthen,Yes,,Earthen,No,,Soft/Natural,,No,Absent,NR,Absent,NR,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408M03111_2019,408M03111,408M03111,7/25/2019,Alexis Wallengren,,No,NA,245.3,17,0.004,71,,-88,1.03,NA,0.65,0.65,0.65,0.65,0.65,0.65,,61,21,55,18,34,37,,A,,NR,NR,NR,,4,4,,547.4448315,High,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2019,,34.18105,-119.03278,408,Ventura,Calleguas,Agricultural,Urban,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408M03115_2018,408M03115,408M03115,6/19/2018,Alexis Wallengren,,No,NA,135.5,17.8,0.012,824,,,3,,1.3,2,1.35,1.35,1.15,1,,35,35,15,45,30,20,,A,,,,,NA,2,2,,338.4296557,High,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2018,,34.26752,-118.94539,408,Ventura,Calleguas,Agricultural,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,59,75,62.5,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408M03116_2018,408M03116,408M03116,6/19/2018,Karin Wisenbaker,,Yes,NA,23,16.2,0.004,359,valley width measured using stream stats due to channelized flow from commercial agriculture,,-88,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,NA,1,1,,67.28025085,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2018,,34.17233,-119.09741,408,Ventura,Calleguas,Agricultural,Ag,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,10 to 50 m,Rectangular,,Concrete,NR,,Concrete,NR,,Concrete,,No,Absent,NR,Absent,NR,,,36,25,62.5,33.33,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408M03119_2018,408M03119,408M03119,6/28/2018,Brianna Jones,,No,NA,66.6,15.8,0,1259,Urban area; valley is best approximation.,,9,GF,-88,-88,-88,3,3,3,cant access bank most of reach; riprap wall on right,-88,-88,-88,26,-88,-88,cant access bank most of reach; riprap wall on right,A,,,,,NA,4,1,,166.4356513,High,VERY HIGH,VERY HIGH,VERY HIGH,LOW,LOW,LOW,MEDIUM,2018,,34.2277,-118.97224,408,Ventura,Calleguas,Urban,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,50 to 100 m,Trapezoidal,,Earthen,NR,Vegetated,Rock,NR,,Soft/Natural,,No,Absent,NR,Absent,NR,,,67,66.67,75,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410M01628_2018,410M01628,410M01628,6/28/2018,Brianna Jones,,Yes,NA,1.7,14.8,0,17000,Urban area; valley is best approximation.,,-88,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,NA,1,1,,6.508035391,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2018,,34.1625,-119.16675,410,Ventura,Santa Clara,SMC_out,Urban,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,5 to 10 m,Rectangular,,Concrete,NR,,Concrete,NR,,Concrete,,No,Absent,NR,Absent,NR,,,36,25,62.5,33.33,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412CE0232_2015,412CE0232,412CE0232,7/16/2015,Karin Wisenbaker,LAR0232,Yes,NA,156,17.9,0.001993938,16447,,-88,5660,Concrete Channel,0.5,0.5,0.5,0.5,0.5,0.5,NA,90,90,90,90,90,90,,C,NA,,NA,,NA,1,1,NA,384.213887,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2015,Los Angeles River ~0.4mi above Hwy 101,34.15907,-118.45624,412,Los Angeles,Los Angeles,Urban,Urban,TRUE,34.1585563,-118.45554,4,SC,SCx,SCx,Xeric,85,0,0,0,4.6135,32.5931,16.4169,95,56,53,19.404,9.740082,8.827904,1,15,498,1,0,0,0,97,57.2224,54.10402,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,10 to 50 m,Rectangular,,Concrete,NR,,Concrete,NR,,Concrete,,No,Absent,NR,Absent,NR,,,36,25,62.5,33.33,25,0.65721064,NA,NA,NA,0.74,0.02,8,1,11,1.04,1,1,0.53,18,41.74,0.36,49,134.95,0.25,0.04,0.3,0.45,0.04,0.45,58
412CE0232_2018,412CE0232,412CE0232,5/30/2018,Karin Wisenbaker,,Yes,NA,156,17.9,0.002,704,Measured Valley Width using Stream Stats basin width due to highly urbanized landscape,,-88,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,NA,1,1,,384.213887,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2018,Los Angeles River ~0.4mi above Hwy 101,34.15907,-118.45624,412,Los Angeles,Los Angeles,Urban,Urban,TRUE,34.1585563,-118.45554,4,SC,SCx,SCx,Xeric,85,0,0,0,4.6135,32.5931,16.4169,95,56,53,19.404,9.740082,8.827904,1,15,498,1,0,0,0,97,57.2224,54.10402,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,10 to 50 m,Rectangular,,Concrete,NR,,Concrete,NR,,Concrete,,No,Absent,NR,Absent,NR,,,36,25,62.5,33.33,25,0.6600426,NA,NA,NA,0.87,0.15,16,1,5,1.2,1,1,0.53,1,42.77,0.99,45,134.26,0.23,0.04,0.3,0.45,0.04,0.45,26
412CE0232_2019,412CE0232,412CE0232,7/15/2019,Karin Wisenbaker,,Yes,NA,156,17.9,0.002,1400,"""Valley"" measured as width of watershed (as determined by StreamStats) upstream of site.",-88,5660,NA,-88,-88,-88,-88,-88,-88,,-88,-88,-88,-88,-88,-88,,C,,NR,NR,NR,,1,1,,384.213887,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2019,Los Angeles River ~0.4mi above Hwy 101,34.15907,-118.45624,412,Los Angeles,Los Angeles,Urban,Urban,TRUE,34.1585563,-118.45554,4,SC,SCx,SCx,Xeric,85,0,0,0,4.6135,32.5931,16.4169,95,56,53,19.404,9.740082,8.827904,1,15,498,1,0,0,0,97,57.2224,54.10402,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,10 to 50 m,Rectangular,,Concrete,NR,,Concrete,NR,,Concrete,,No,Absent,NR,Absent,NR,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0,13,1,4,1.2,1,1,0.53,37,42.77,0.21,36,136.36,0.16,0.04,0.3,0.45,0.04,0.45,52
412CE0616_2015,412CE0616,412CE0616,7/16/2015,Karin Wisenbaker,LAR0616,Yes,NA,169,17.9,0.003998561,16447,,-88,5660,Concrete Channel,0.5,0.5,0.5,0.5,0.5,0.5,NA,90,90,90,90,90,90,,C,NA,,NA,,NA,1,1,NA,411.9230461,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2015,Los Angeles River above Moorpark St.,34.15397,-118.42994,412,Los Angeles,Los Angeles,Urban,Urban,TRUE,34.151575,-118.42714,4,SC,SCx,SCx,Xeric,85,0,0,0,7.1646,15.6381,15.1411,92,77,57,15.3216,12.86877,9.302259,1,14,596,0,0,0,0,93,77.25461,57.68602,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,10 to 50 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NA,Absent,NA,NA,NA,36,25,62.5,33.33,25,0.6601853,NA,NA,NA,0.82,0.07,10,1,8,1.2,1,1,0.53,1,42.27,1,25,134.66,0.11,0.04,0.3,0.45,0.04,0.41,21
412CE0732_2015,412CE0732,412CE0732,9/2/2015,Karin Wisenbaker,LAR0732,Yes,NA,430,21.9,0.003992335,5184,,-88,5660,Concrete Channel,0.5,0.5,0.5,0.5,0.5,0.5,NA,90,90,90,90,90,90,,C,NA,,NA,,NA,1,1,NA,1084.219835,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2015,Los Angeles River ~1mi above Riverside Dr.,34.15513,-118.31261,412,Los Angeles,Los Angeles,Urban,Urban,TRUE,34.1560447,-118.30933,4,SC,SCx,SCx,Xeric,85,0,0,0,34.2832,11.9932,10.4964,55,69,36,15.75408,14.13922,6.072007,2,10,851,0,0,0,0,56,69.3459,37.21329,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,50 to 100 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NA,Absent,NA,NA,NA,36,25,62.5,33.33,25,0.5790054,NA,NA,NA,0.85,0.11,14,1,12,1.2,1,1,0.53,1,42.27,1,35,134.26,0.17,0.05,0.3,0.55,0.05,0.45,18
412M08597_2015,412M08597,412M08597,7/16/2015,Karin Wisenbaker,LAR08597,Yes,NA,168,17.9,0.001995888,16447,,-88,5660,Concrete Channel,0.5,0.5,0.5,0.5,0.5,0.5,NA,90,90,90,90,90,90,,C,NA,,NA,,NA,1,1,NA,409.8016781,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2015,Los Angeles River,34.15524,-118.43907,412,Los Angeles,Los Angeles,Urban,Urban,TRUE,34.15524,-118.43907,4,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.66185,11.80327,9.027289,4,15,514,0,0,0,0,89,70.37937,55.57133,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,10 to 50 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NA,Absent,NA,NA,NA,38,25,67.67,33.33,25,0.72248495,NA,NA,NA,0.78,0.03,10,1,9,1.15,1,17,1,19,41.5,0.28,28,134.26,0.13,0.04,0.3,0.45,0.04,0.5,63
412M08599_2015,412M08599,412M08599,9/30/2015,Wendy Wilis,LAR08599,No,NA,506,21.7,0.003986605,1589,,60,100,,0.5,0.6,0.6,0.5,0.6,0.6,NA,20,20,20,20,20,20,,C,NA,,NA,,NA,1,1,NA,1240.345765,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2015,Los Angeles River,34.10602,-118.24338,412,Los Angeles,Los Angeles,Urban,Urban,TRUE,34.10602,-118.24338,4,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1226,13.97847,6.676748,4,15,1191,0,0,0,0,97,81.42245,38.73605,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,10 to 50 m,Other,"half natural, half trapezoidal",Concrete,NR,,Earthen,NR,,Other,concrete and natural,No,Absent,NR,Absent,NR,,,45,33.33,62.5,58.33,25,0.71983749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412M08599_2018,412M08599,412M08599,6/20/2018,Brianna Jones,,No,NA,506.2,21.7,0.004,2130,,,400,,5,5,5,5,5,5,,-88,-88,-88,25,25,25,did not get angle of left bank- same concrete wall as right. Might assume angle of 25,C,,,,,NA,1,1,,1240.772276,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2018,Los Angeles River,34.10602,-118.24338,412,Los Angeles,Los Angeles,Urban,Urban,TRUE,34.10602,-118.24338,4,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1226,13.97847,6.676748,4,15,1191,0,0,0,0,97,81.42245,38.73605,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,10 to 50 m,Other,"half natural, half trapezoidal",Concrete,NR,,Earthen,NR,,Other,concrete and natural,No,Absent,NR,Absent,NR,,,53,50,67.67,58.33,37.5,0.58524644,NA,NA,NA,0.84,0.09,13,1,23,1.01,1,21,1,25,41.75,0.35,46,134.26,0.23,0.06,0.3,0.64,0.06,0.55,52
412M08602_2015,412M08602,412M08602,9/30/2015,Wendy Wilis,LAR08602,Yes,NA,578,21.7,0.005969555,31515,,-88,5660,Concrete Channel,0.9,0.9,0.9,0.9,0.9,0.9,NA,13,13,13,13,13,13,,C,NA,,NA,,NA,1,1,NA,1392.544358,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2015,Los Angeles River,33.97131,-118.16996,412,Los Angeles,Los Angeles,Urban,Other,TRUE,33.97131,-118.16996,4,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.65008,9.766669,6.98263,1,3,1335,0,0,0,0,100,99.21146,39.78167,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,>100 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Present,NA,Absent,NA,NA,NA,39,33.33,62.5,33.33,25,0.392952,NA,NA,NA,0.77,0.03,13,1,3,1.15,1,18,1,47,41.5,0,51,134.95,0.26,0.04,0.3,0.45,0.04,0.41,58
412M08608_2016,412M08608,412M08608,6/2/2016,Karin Wisenbaker,,No,NA,18.9,18.5,0.012,21989,,,1,Sand,0.65,0.68,0.68,0.65,0.8,0.8,,20,45,45,32,45,45,,A,,,NA,,NA,4,4,,62.82056297,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2016,Bull Creek,34.18543,-118.49768,412,Los Angeles,Los Angeles,Urban,Other,TRUE,34.18425736,-118.497745,NA,SC,SCx,SCx,Xeric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28149044,11.1684137,7.99613258,1,8,99,0,0,0,0,84,93.3716707,48.73923501,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Present,Within reach,NA,NA,61,61.11,75,58.33,50,0.48565805,NA,NA,NA,0.82,0.07,12,1,29,1.05,1,27,1,66,41.8,0.1,62,134.25,0.33,0.18,0.3,0.36,0.18,0.41,31
412M08610_2016,412M08610,412M08610,7/14/2016,Brianna Jones,,No,NA,6.1,38.7,0.06,47,,,60,,1,1,1.1,1,1,1.1,,30,46,18,16,5,-88,R3 Not Recorded,C,,,NA,,NA,1,3,,41.46027926,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2016,Santa Anita Wash,34.20112,-118.01825,412,Los Angeles,Los Angeles,Open,Other,TRUE,34.20015744,-118.0191863,NA,SC,SCm,SCm,Mountain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96464232,0.05903756,0.05903756,NA,NA,0,0,0,0,0,0,0.07260542,0.07260542,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Present,Within 10 m downstream,NA,NA,84,66.67,93.29,100,75,0.97329933,NA,NA,NA,0.88,0.17,5,1,16,1.06,1,18,1,36,41.8,0.84,22,134.25,0.09,0.05,0.3,0.55,0.05,0.45,2
412M08615_2016,412M08615,412M08615,7/7/2016,Karin Wisenbaker,,Yes,NA,417,22,0.004,6268,,,5660,concrete channel,1,1,1,1,1,1,,90,90,90,90,90,90,,C,,,NA,,NA,1,1,,1059.355329,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2016,Los Angeles River,34.14392,-118.34294,412,Los Angeles,Los Angeles,Urban,Urban,TRUE,34.14386604,-118.3428301,NA,SC,SCx,SCx,Xeric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.53362827,13.52052199,5.85691258,NA,30,852,0,0,0,0,48,65.21166033,35.63387127,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,10 to 50 m,Rectangular,NA,Concrete,NA,NA,Concrete,NA,NA,Concrete,NA,No,Present,1 to 5 m,Absent,NA,NA,NA,39,33.33,62.5,33.33,25,0.6546155,NA,NA,NA,0.7,0.01,1,1,1,1.2,0.65,1,0.53,1,42.27,1,10,136.11,0.01,0.05,0.3,0.55,0.05,0.45,14
412M08616_2016,412M08616,412M08616,6/2/2016,Karin Wisenbaker,,Yes,NA,11.7,18.3,0.012,9946,,,5660,concrete channel,0.5,0.5,0.5,0.5,0.5,0.5,,90,90,90,90,90,90,,C,,,NA,,NA,1,1,,41.04562399,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2016,Arroyo Calabasas,34.18855,-118.61028,412,Los Angeles,Los Angeles,Urban,Urban,TRUE,34.18951271,-118.6092971,NA,SC,SCx,SCx,Xeric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.68254669,12.51242691,9.03223243,2,32,76,0,0,0,0,100,74.19295333,43.11468548,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,10 to 50 m,Rectangular,NA,Concrete,NA,NA,Concrete,NA,NA,Concrete,NA,No,Absent,NA,Absent,NA,NA,NA,34,25,62.5,25,25,0.49051048,NA,NA,NA,0.84,0.09,1,1,7,1.03,1,1,0.53,1,41.73,1,34,137.61,0.14,0.05,0.3,0.55,0.05,0.5,18
412M08622_2016,412M08622,412M08622,6/21/2016,Karin Wisenbaker,,No,NA,6.4,36.2,0.088,23,,,45,,0.85,0.75,0.8,0.85,0.75,0.8,,54,35,80,22,30,30,,C,,,NA,,NA,1,1,,41.06199069,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2016,Eaton Wash,34.19378,-118.10274,412,Los Angeles,Los Angeles,Open,Other,TRUE,34.19421394,-118.1040899,NA,SC,SCm,SCm,Mountain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.016122,0.015865,NA,NA,0,0,0,0,0,1,0.65745856,0.81318326,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Present,Within 10 m downstream,NA,NA,77,52.78,93.29,75,87.5,0.90626517,NA,NA,NA,0.89,0.18,15,1,19,1.06,1,20,1,64,41.8,0.3,73,136.42,0.38,0.04,0.3,0.45,0.04,0.41,17
412M08640_2018,412M08640,412M08640,5/30/2018,Karin Wisenbaker,,Yes,NA,18.8,18.5,0.008,395,Measured Valley Width using Stream Stats basin width due to highly urbanized landscape,,-88,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,NA,1,1,,62.5312893,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2018,,34.22095,-118.54618,412,Los Angeles,Los Angeles,Urban,Urban,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,10 to 50 m,Rectangular,,Concrete,NR,,Concrete,NR,,Concrete,,No,Present,1 to 5 m,Absent,NR,,,36,25,62.5,33.33,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412M08641_2019,412M08641,412M08641,7/9/2019,Karin Wisenbaker,,No,NA,7.7,38.2,0.026,78,,-88,9,NA,0.8,1.3,1.5,0.9,1.2,2,,30,75,40,20,35,40,,B,,C,NR,C,,2,3,,50.26822425,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2019,,34.30548,-118.06798,412,Los Angeles,Los Angeles,Open,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412M08642_2018,412M08642,412M08642,6/20/2018,Brianna Jones,,Yes,NA,569.8,21.8,0.004,516,Measured Valley Width using Stream Stats basin width due to highly urbanized landscape,,-88,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,NA,1,1,,1380.21852,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2018,,34.0472,-118.22979,412,Los Angeles,Los Angeles,Urban,Urban,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,50 to 100 m,Trapezoidal,,Concrete,NR,,Concrete,NR,,Concrete,,No,Present,NR,Absent,NR,,,38,25,67.67,33.33,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
